Gene,Half-life (h)
YDR272W,0.313575315
YDR273W,0.106551219
YDR275W,0.089144176
YDR276C,0.260570633
YDR277C,0.045559116
YDR279W,0.156657802
YDR280W,0.077552966
YDR281C,0.077912618
YDR282C,0.068706479
YDR283C,0.143717771
YDR284C,0.256866587
YDR285W,0.0989027
YDR286C,0.166317829
YDR287W,0.31576163
YDR288W,0.066227642
YDR289C,0.076122036
YDR291W,0.10197706
YDR292C,0.21502095
YDR293C,0.136399028
YDR294C,0.255082646
YDR295C,0.08597495
YDR296W,0.099851939
YDR297W,0.232680787
YDR298C,0.29931319
YDR299W,0.106702576
YDR300C,0.15196316
